工号,日期,项目,金额,部门,是否已结清,备注
101067,2026-11-22,维修费,1462.79,技术部,否,武汉交通费报销（第1067笔）
101068,2026-12-01,办公用品,1464.16,技术部,是,成都差旅费报销（第1068笔）
101069,2026-01-08,维修费,1465.53,财务部,否,成都办公用品报销（第1069笔）
101070,2026-02-15,交通费,1466.90,市场部,否,上海交通费报销（第1070笔）
101071,2026-03-22,招待费,1468.27,行政部,是,成都交通费报销（第1071笔）
101072,2026-04-01,差旅费,1469.64,销售部,否,杭州交通费报销（第1072笔）
101073,2026-05-08,交通费,1471.01,财务部,否,杭州维修费报销（第1073笔）
101074,2026-06-15,差旅费,1472.38,财务部,是,杭州维修费报销（第1074笔）
101075,2026-07-22,培训费,1473.75,行政部,否,北京办公用品报销（第1075笔）
101076,2026-08-01,交通费,1475.12,市场部,否,上海培训费报销（第1076笔）
101077,2026-09-08,差旅费,1476.49,销售部,是,上海差旅费报销（第1077笔）
101078,2026-10-15,招待费,1477.86,财务部,否,北京维修费报销（第1078笔）
101079,2026-11-22,维修费,1479.23,财务部,否,上海差旅费报销（第1079笔）
101080,2026-12-01,通讯费,1480.60,财务部,是,北京招待费报销（第1080笔）
101081,2026-01-08,交通费,1481.97,技术部,否,西安差旅费报销（第1081笔）
101082,2026-02-15,办公用品,1483.34,财务部,否,深圳办公用品报销（第1082笔）
101083,2026-03-22,快递费,1484.71,技术部,是,北京通讯费报销（第1083笔）
101084,2026-04-01,维修费,1486.08,技术部,否,上海维修费报销（第1084笔）
101085,2026-05-08,培训费,1487.45,销售部,否,深圳办公用品报销（第1085笔）
101086,2026-06-15,交通费,1488.82,行政部,是,北京差旅费报销（第1086笔）
101087,2026-07-22,通讯费,1490.19,销售部,否,北京差旅费报销（第1087笔）
101088,2026-08-01,招待费,1491.56,市场部,否,深圳快递费报销（第1088笔）
101089,2026-09-08,快递费,1492.93,市场部,是,深圳快递费报销（第1089笔）
101090,2026-10-15,通讯费,1494.30,技术部,否,杭州招待费报销（第1090笔）
101091,2026-11-22,快递费,1495.67,技术部,否,西安交通费报销（第1091笔）
101092,2026-12-01,交通费,1497.04,技术部,是,上海培训费报销（第1092笔）
101093,2026-01-08,快递费,1498.41,技术部,否,武汉通讯费报销（第1093笔）
101094,2026-02-15,交通费,1499.78,财务部,否,上海办公用品报销（第1094笔）
101095,2026-03-22,快递费,1501.15,市场部,是,杭州培训费报销（第1095笔）
101096,2026-04-01,招待费,1502.52,行政部,否,杭州招待费报销（第1096笔）
101097,2026-05-08,通讯费,1503.89,行政部,否,深圳通讯费报销（第1097笔）
101098,2026-06-15,维修费,1505.26,财务部,是,杭州培训费报销（第1098笔）
101099,2026-07-22,差旅费,1506.63,市场部,否,西安交通费报销（第1099笔）
101100,2026-08-01,差旅费,1508.00,技术部,否,
101101,2026-09-08,招待费,1509.37,销售部,是,北京通讯费报销（第1101笔）
101102,2026-10-15,维修费,1510.74,市场部,否,西安交通费报销（第1102笔）
101103,2026-11-22,培训费,1512.11,销售部,否,北京差旅费报销（第1103笔）
101104,2026-12-01,快递费,1513.48,销售部,是,北京通讯费报销（第1104笔）
101105,2026-01-08,办公用品,1514.85,技术部,否,上海交通费报销（第1105笔）
101106,2026-02-15,交通费,1516.22,技术部,否,北京通讯费报销（第1106笔）
101107,2026-03-22,办公用品,1517.59,市场部,是,杭州维修费报销（第1107笔）
101108,2026-04-01,差旅费,1518.96,技术部,否,上海培训费报销（第1108笔）
101109,2026-05-08,培训费,1520.33,财务部,否,武汉通讯费报销（第1109笔）
101110,2026-06-15,快递费,1521.70,销售部,是,西安交通费报销（第1110笔）
101111,2026-07-22,维修费,1523.07,技术部,否,上海差旅费报销（第1111笔）
101112,2026-08-01,差旅费,1524.44,技术部,否,深圳办公用品报销（第1112笔）
101113,2026-09-08,招待费,1525.81,财务部,是,北京快递费报销（第1113笔）
101114,2026-10-15,交通费,1527.18,技术部,否,杭州快递费报销（第1114笔）
101115,2026-11-22,培训费,1528.55,行政部,否,武汉培训费报销（第1115笔）
101116,2026-12-01,快递费,1529.92,销售部,是,北京差旅费报销（第1116笔）
101117,2026-01-08,交通费,1531.29,市场部,否,成都差旅费报销（第1117笔）
101118,2026-02-15,维修费,1532.66,行政部,否,北京维修费报销（第1118笔）
101119,2026-03-22,交通费,1534.03,销售部,是,西安办公用品报销（第1119笔）
101120,2026-04-01,维修费,1535.40,销售部,否,武汉差旅费报销（第1120笔）
101121,2026-05-08,交通费,1536.77,技术部,否,北京办公用品报销（第1121笔）
101122,2026-06-15,通讯费,1538.14,市场部,是,北京交通费报销（第1122笔）
101123,2026-07-22,招待费,1539.51,市场部,否,上海差旅费报销（第1123笔）
101124,2026-08-01,招待费,1540.88,技术部,否,西安办公用品报销（第1124笔）
101125,2026-09-08,招待费,1542.25,财务部,是,西安培训费报销（第1125笔）
101126,2026-10-15,招待费,1543.62,技术部,否,西安快递费报销（第1126笔）
101127,2026-11-22,培训费,1544.99,技术部,否,西安维修费报销（第1127笔）
101128,2026-12-01,办公用品,1546.36,销售部,是,西安培训费报销（第1128笔）
101129,2026-01-08,交通费,1547.73,销售部,否,深圳差旅费报销（第1129笔）
101130,2026-02-15,快递费,1549.10,财务部,否,西安差旅费报销（第1130笔）
101131,2026-03-22,快递费,1550.47,技术部,是,上海通讯费报销（第1131笔）
101132,2026-04-01,维修费,1551.84,财务部,否,杭州差旅费报销（第1132笔）
101133,2026-05-08,差旅费,1553.21,技术部,否,杭州差旅费报销（第1133笔）
101134,2026-06-15,通讯费,1554.58,销售部,是,成都差旅费报销（第1134笔）
101135,2026-07-22,办公用品,1555.95,财务部,否,成都交通费报销（第1135笔）
101136,2026-08-01,维修费,1557.32,市场部,否,西安快递费报销（第1136笔）
101137,2026-09-08,通讯费,1558.69,销售部,是,武汉维修费报销（第1137笔）
101138,2026-10-15,招待费,1560.06,市场部,否,杭州差旅费报销（第1138笔）
101139,2026-11-22,培训费,1561.43,销售部,否,北京差旅费报销（第1139笔）
101140,2026-12-01,维修费,1562.80,市场部,是,西安快递费报销（第1140笔）
101141,2026-01-08,办公用品,1564.17,技术部,否,北京维修费报销（第1141笔）
101142,2026-02-15,差旅费,1565.54,技术部,否,杭州培训费报销（第1142笔）
101143,2026-03-22,差旅费,1566.91,市场部,是,深圳办公用品报销（第1143笔）
101144,2026-04-01,快递费,1568.28,技术部,否,成都交通费报销（第1144笔）
101145,2026-05-08,交通费,1569.65,行政部,否,武汉维修费报销（第1145笔）
101146,2026-06-15,通讯费,1571.02,财务部,是,成都快递费报销（第1146笔）
101147,2026-07-22,交通费,1572.39,财务部,否,上海办公用品报销（第1147笔）
101148,2026-08-01,差旅费,1573.76,技术部,否,深圳招待费报销（第1148笔）
101149,2026-09-08,培训费,1575.13,技术部,是,成都快递费报销（第1149笔）
101150,2026-10-15,交通费,1576.50,财务部,否,
101151,2026-11-22,办公用品,1577.87,市场部,否,西安招待费报销（第1151笔）
101152,2026-12-01,差旅费,1579.24,财务部,是,上海招待费报销（第1152笔）
101153,2026-01-08,差旅费,1580.61,市场部,否,成都差旅费报销（第1153笔）
101154,2026-02-15,交通费,1581.98,技术部,否,成都交通费报销（第1154笔）
101155,2026-03-22,维修费,1583.35,销售部,是,杭州培训费报销（第1155笔）
101156,2026-04-01,招待费,1584.72,财务部,否,深圳招待费报销（第1156笔）
101157,2026-05-08,通讯费,1586.09,财务部,否,成都交通费报销（第1157笔）
101158,2026-06-15,交通费,1587.46,市场部,是,北京维修费报销（第1158笔）
101159,2026-07-22,差旅费,1588.83,销售部,否,西安招待费报销（第1159笔）
101160,2026-08-01,通讯费,1590.20,技术部,否,北京培训费报销（第1160笔）
101161,2026-09-08,办公用品,1591.57,行政部,是,深圳交通费报销（第1161笔）
101162,2026-10-15,通讯费,1592.94,行政部,否,深圳办公用品报销（第1162笔）
101163,2026-11-22,差旅费,1594.31,市场部,否,北京交通费报销（第1163笔）
101164,2026-12-01,通讯费,1595.68,技术部,是,西安交通费报销（第1164笔）
101165,2026-01-08,招待费,1597.05,市场部,否,北京差旅费报销（第1165笔）
101166,2026-02-15,维修费,1598.42,市场部,否,武汉招待费报销（第1166笔）
101167,2026-03-22,办公用品,1599.79,市场部,是,上海办公用品报销（第1167笔）
101168,2026-04-01,通讯费,1601.16,行政部,否,北京快递费报销（第1168笔）
101169,2026-05-08,交通费,1602.53,市场部,否,北京招待费报销（第1169笔）
101170,2026-06-15,通讯费,1603.90,技术部,是,北京维修费报销（第1170笔）
101171,2026-07-22,办公用品,1605.27,财务部,否,成都通讯费报销（第1171笔）
101172,2026-08-01,快递费,1606.64,行政部,否,武汉差旅费报销（第1172笔）
101173,2026-09-08,培训费,1608.01,销售部,是,北京交通费报销（第1173笔）
101174,2026-10-15,办公用品,1609.38,行政部,否,深圳维修费报销（第1174笔）
101175,2026-11-22,维修费,1610.75,财务部,否,武汉培训费报销（第1175笔）
101176,2026-12-01,差旅费,1612.12,市场部,是,武汉办公用品报销（第1176笔）
101177,2026-01-08,招待费,1613.49,技术部,否,西安差旅费报销（第1177笔）
101178,2026-02-15,通讯费,1614.86,技术部,否,西安通讯费报销（第1178笔）
101179,2026-03-22,办公用品,1616.23,市场部,是,深圳招待费报销（第1179笔）
101180,2026-04-01,招待费,1617.60,市场部,否,深圳快递费报销（第1180笔）
101181,2026-05-08,差旅费,1618.97,行政部,否,上海快递费报销（第1181笔）
101182,2026-06-15,快递费,1620.34,财务部,是,北京快递费报销（第1182笔）
101183,2026-07-22,快递费,1621.71,市场部,否,杭州办公用品报销（第1183笔）
101184,2026-08-01,培训费,1623.08,市场部,否,西安快递费报销（第1184笔）
101185,2026-09-08,办公用品,1624.45,行政部,是,北京维修费报销（第1185笔）
101186,2026-10-15,差旅费,1625.82,行政部,否,西安快递费报销（第1186笔）
101187,2026-11-22,快递费,1627.19,财务部,否,武汉通讯费报销（第1187笔）
101188,2026-12-01,交通费,1628.56,销售部,是,北京差旅费报销（第1188笔）
101189,2026-01-08,通讯费,1629.93,行政部,否,杭州培训费报销（第1189笔）
101190,2026-02-15,交通费,1631.30,市场部,否,深圳办公用品报销（第1190笔）
101191,2026-03-22,维修费,1632.67,销售部,是,西安快递费报销（第1191笔）
101192,2026-04-01,办公用品,1634.04,市场部,否,杭州差旅费报销（第1192笔）
101193,2026-05-08,差旅费,1635.41,市场部,否,西安差旅费报销（第1193笔）
101194,2026-06-15,通讯费,1636.78,市场部,是,武汉快递费报销（第1194笔）
101195,2026-07-22,差旅费,1638.15,行政部,否,深圳维修费报销（第1195笔）
101196,2026-08-01,招待费,1639.52,财务部,否,武汉培训费报销（第1196笔）
101197,2026-09-08,差旅费,1640.89,市场部,是,武汉交通费报销（第1197笔）
101198,2026-10-15,招待费,1642.26,财务部,否,北京交通费报销（第1198笔）
101199,2026-11-22,办公用品,1643.63,行政部,否,武汉差旅费报销（第1199笔）
101200,2026-12-01,交通费,1645.00,销售部,是,
